citric acid,density,pH,alcohol,Quality
0.31,0.99475,3.18,9,1
0.31,0.99189,3.06,11.5,1
0.21,0.99827,3.11,9,0
0.43,0.99752,3.52,10.4,1
0.21,0.99827,3.11,9,0
0.32,0.99479,3.08,10.6,0
0.43,0.99752,3.52,10.4,1
0.3,0.99642,3.47,8.5,1
0.56,1.00047,3.07,9.3,1
0.25,0.99382,3.53,10.5,1
0.26,0.99784,3.39,9.9,1
0.28,0.99486,3.4,10.4,1
0.32,0.99537,3.35,10.1,0
0.25,0.99382,3.53,10.5,1
0.26,0.99838,3.04,9.2,0
0.18,0.99566,3.17,9.4,1
0.3,0.99268,3.53,10.6,1
0.18,0.99566,3.17,9.4,1
0.52,0.99468,3.08,8.7,0
0.25,0.9933,3.61,10.2,1
0.22,0.99307,3.61,10.3,1
0.26,0.99907,3.06,9.5,0
0.26,0.99907,3.06,9.5,0
0.26,0.99907,3.06,9.5,0
0.26,0.99907,3.06,9.5,0
0.24,0.99471,3.17,9.4,0
0.23,0.99471,3.17,9.4,0
0.26,0.99907,3.06,9.5,0
0.28,0.99148,3.16,12.6,1
0.24,0.99383,3.52,10.5,1
0.28,0.99365,3.1,10.8,1
0.23,0.99272,3.18,9.9,1
0.28,0.99148,3.16,12.6,1
0.31,0.99235,3.38,12.2,1
0.19,0.99508,3.23,10,1
0.31,0.9946,3.29,10.6,1
0.42,0.99674,3.24,9.5,1
0.18,0.99018,3.34,12.8,1
0.31,0.99235,3.38,12.2,1
0.33,0.99084,3.34,12.6,1
0.28,0.99856,3.45,9.4,0
0.18,0.99591,3.21,9,0
0.18,0.9975,3.23,9.1,0
0.2,0.9944,3.06,9.4,1
0.3,0.99173,3.33,12.2,1
0.2,0.99378,3.21,10,0
0.55,0.99805,2.93,9.2,0
0.3,0.99534,3.11,9.3,0
0.34,0.99232,3.14,9.8,1
0.55,0.99805,2.93,9.2,0
0.26,0.99078,3.34,12,1
0.3,0.99534,3.11,9.3,0
0.3,0.99061,3.33,12.6,1
0.33,0.99182,3.31,12.2,1
0.38,0.9966,3.4,11,1
0.31,0.9912,3.25,12,1
0.62,0.99779,3.16,8.8,0
0.59,0.99814,3.17,8.9,0
0.32,0.99096,3.59,12.7,1
0.3,0.99379,3.1,11.8,1
0,0.99426,3.79,10.2,0
0.04,0.99228,3.24,9.9,1
0.34,0.99335,3.35,11.1,1
0.21,0.99595,3.22,9.4,0
0.17,0.99297,3.13,9.7,1
0.55,0.99687,3.11,9.7,0
0.17,0.99297,3.13,9.7,1
0.55,0.99687,3.11,9.7,0
0.4,0.99445,3.19,9.8,0
0.29,0.9986,3.25,9.3,1
0.32,0.99154,2.95,10.5,0
0.32,0.9981,3.47,9.3,1
0.28,0.98993,3.45,12.6,1
0.35,1.00241,3.44,8.9,0
0.34,0.99716,3.18,10.3,0
0.22,0.99437,3.29,10.6,0
0.35,0.9972,3.15,9,0
0.3,0.99756,3.48,9.7,0
0.26,0.99509,3.22,9.5,1
0.29,0.99572,3.49,10.3,1
0.3,0.99756,3.48,9.7,0
0.27,0.99175,3.21,12.3,1
0.27,0.99254,3.4,10.5,0
0.26,0.99509,3.22,9.5,1
0.26,0.99676,3.11,10,1
0.63,0.9979,3.08,8.8,0
0.29,0.99194,3,10.9,1
0.31,0.99077,2.95,12.2,1
0.4,0.99782,3.06,9.5,0
0.22,0.99942,3.47,10,0
0.34,0.99708,3.11,9.6,1
0.16,0.99353,3.13,8.7,1
0.26,0.99256,3.39,10.7,1
0.28,0.99199,3.43,11.1,1
0.33,0.9918,3.25,12.5,1
0.32,0.99354,3.3,10.4,1
0.37,0.99244,3.2,11.5,0
0.27,0.99831,3.05,9.4,0
0.27,0.99396,3.03,9.3,0
0.34,0.99724,3.17,10.1,1
0.46,0.99524,3.28,9.7,0
0.29,0.9927,3.49,10.5,1
0.26,0.99802,3.42,9.7,0
0.24,0.99512,3.59,9.2,0
0.35,0.99438,3.19,9.8,0
0.44,0.99679,3.12,9,0
0.3,0.99652,3.15,9.1,1
0.3,0.99698,3.25,10.4,1
0.29,0.99474,3.68,10.7,1
0.24,0.99511,3.59,10.5,1
0.73,0.99582,3.21,9.2,0
0.18,0.99125,3.28,11.5,0
0.37,0.99256,3.05,10.4,0
0.3,0.9911,3.3,12,1
0.29,0.99168,3.38,12.2,1
0.3,0.9911,3.3,12,1
0.29,0.99556,3.29,9.8,1
0.56,1.00098,3.1,9.3,0
0.19,0.99516,3.49,9.6,0
0.19,0.99516,3.49,9.5,0
0.42,0.99518,3.5,10.2,1
0.28,0.99347,3.24,10.4,1
0.29,0.9929,3.28,11,1
0.28,0.99347,3.24,10.4,1
0.68,0.99841,3.05,8.7,0
0.29,0.99362,3.29,9.9,0
0.3,0.99361,3.29,9.9,0
0.35,0.9914,3.06,11.3,0
0.26,0.99114,3.38,12,1
0.26,0.9925,3.43,10.7,1
0.29,0.99453,3.13,10.1,1
0.34,0.9938,3.25,9.6,1
0.34,0.9938,3.25,9.6,1
0.55,0.99806,3.29,8.7,0
0.29,0.9961,3.54,10.3,0
0.25,1.00016,2.98,9.1,0
0.27,0.9916,3.17,11.8,1
0.39,0.99116,3.15,11.9,1
0.24,0.99319,3.66,10.3,1
0.42,0.99517,3.09,10,0
0.49,0.99514,3.1,10.2,0
0.28,0.99566,3.12,10,1
0.36,0.99166,2.96,12.7,1
0.46,0.99587,3.04,9.6,0
0.18,0.99558,3.16,9.5,0
0.26,0.99117,3.17,12.7,1
0.27,0.99399,3.34,11,1
0.1,0.99741,3.1,9.1,0
0.28,0.99405,3.35,10.2,0
0.26,0.99622,3.38,10.1,1
0.25,1.00051,3.05,9.2,1
0.17,0.99803,3.47,9.4,0
0.28,0.99405,3.35,10.2,0
0.18,0.99773,3.53,9.2,0
0.3,0.99397,2.98,10,0
0.26,0.99622,3.38,10.1,1
0.09,0.99713,3.15,9,0
0.16,0.99274,3.16,9.5,0
0.41,1.00118,3.39,9.1,0
0.32,0.99176,3.05,13.3,1
0.43,0.9969,3.26,9.5,0
0.18,0.99771,3.56,9.2,0
0.29,0.99411,3.36,10.1,1
0.18,0.99771,3.56,9.2,0
0.29,0.99411,3.36,10.1,1
0.26,0.99194,3.27,11.2,1
0.28,0.99558,3.14,9.8,1
0.26,0.99194,3.27,11.2,1
0.28,0.99558,3.14,9.8,1
0.17,0.99577,3.22,9.4,0
0.14,0.99564,3.23,9,0
0.17,0.99578,3.21,9.4,0
0.2,0.99888,3.11,8.9,1
0.27,1.00014,3.02,9.1,1
0.35,0.99441,3.17,9.8,0
0.28,0.99594,3.17,9.4,0
0.28,0.99437,3.13,10,1
0.28,0.99594,3.17,9.4,0
0.37,0.9979,3.48,9.9,1
0.26,0.99434,3.14,10,0
0.28,0.99203,3.17,11.5,1
0.32,0.998,3,9.2,0
0.33,0.99316,3.15,10,0
0.32,0.998,3,9.2,0
0.34,0.99314,3.15,10,0
0.33,0.99316,3.15,10,0
0.26,0.99612,3.43,9.8,1
0.27,0.99295,3.36,10.5,1
0.26,0.99394,3.45,10.6,1
0.15,0.99642,3.28,9.4,0
0.15,0.99642,3.28,9.4,0
0.27,0.99248,3.38,11,1
0.26,0.99268,3.53,10.8,1
0.3,0.99954,3.3,9,0
0.33,0.99692,3.07,9.6,1
0.36,0.99592,3.19,10.6,1
0.36,0.99592,3.19,10.6,1
0.33,0.99692,3.07,9.6,1
0.24,0.99822,3.08,9.2,0
0.24,0.99822,3.08,9.2,0
0.33,0.99402,2.89,9.5,0
0.33,0.99404,2.89,9.5,0
0.26,0.99787,3.47,10.3,1
0.15,0.99347,3.08,8.8,0
0.78,0.99838,2.98,8.7,0
0.79,0.99839,2.98,8.7,0
0.32,0.99375,3.2,10.2,1
0.34,0.99155,3.25,10.1,1
0.1,0.9936,3.21,9.5,0
0.34,0.99434,3.1,9.5,0
0.4,0.9922,3.54,11.6,1
0.23,0.99571,3.13,10.7,1
0.21,0.99658,3.11,10.1,1
0.31,0.99076,3.32,11.1,1
0.09,0.99496,3.22,9.8,0
0.49,0.9937,3.08,9,1
0.31,0.99076,3.32,11.1,1
0.37,0.99542,3.19,9.5,1
0.3,0.99825,3.37,9.4,1
0.3,0.99289,3.24,10.2,0
0.37,0.99432,3.1,9.8,1
0.37,0.99523,3.19,9.5,1
0.37,0.99542,3.19,9.5,1
0.16,0.9959,3.17,9,0
0.32,0.99543,3.1,10.1,1
0.32,0.99662,3.02,8.8,0
0.27,0.99088,2.97,11.9,1
0.27,0.99088,2.97,11.9,1
0.24,0.99922,3.19,9.3,1
0.49,0.9966,3.33,10,1
0.24,0.99466,3.21,9.5,0
0.24,0.99922,3.19,9.3,1
0.23,0.99836,3.16,9.7,0
0.23,0.99836,3.16,9.7,0
0.22,0.99238,3.19,10.2,0
0.25,0.99645,3.11,10.8,0
0.36,1,3.27,8.8,0
0.36,1,3.27,8.8,0
0.31,0.99376,3.32,11.4,1
0.36,1,3.27,8.8,0
0.4,0.99513,3.14,9.8,0
0.36,0.99556,3.17,9.4,0
0.36,0.99556,3.17,9.4,0
0.28,0.99543,3.21,9.4,1
0.41,0.99886,3.2,9.4,1
0.34,0.99526,3.22,9.7,1
0.31,0.99166,3.35,12.3,1
0.25,0.99691,3.33,9.8,1
0.57,0.99732,3.12,9,0
0.45,0.99573,3.26,9.2,1
0.49,0.99656,3.19,9.4,1
0.29,0.99112,3.28,9.9,1
0.36,0.99214,3.07,9.8,0
0.3,0.99165,3.36,12.3,1
0.3,0.99004,3.02,11.9,1
0.29,0.99463,3.27,10.2,1
0.29,0.99683,3.14,9.5,1
0.3,0.99004,3.02,11.9,1
0.55,0.99596,3.24,9.2,0
0.23,0.99898,3.18,9.7,0
0.33,0.99114,3.36,11.5,1
0.24,0.99508,3.17,10.4,1
0.38,0.99306,3.22,11.6,0
0.23,0.99898,3.18,9.7,0
0.24,0.99508,3.17,10.4,1
0.33,0.99114,3.36,11.5,1
0.35,0.99342,3.27,10.2,1
0.37,0.99345,3.38,9.8,1
0.13,0.99772,3.24,9,0
0.12,0.99239,3.38,10.5,1
0.27,0.99502,3.16,9.4,0
0.27,0.99502,3.16,9.4,0
0.3,0.99479,3.21,10.8,0
0.3,0.99207,3.17,10.7,1
0.34,0.99497,3.08,10.6,1
0.25,0.99828,3.15,9.2,1
0.14,0.99542,3.28,9.5,1
0.14,0.99542,3.28,9.5,1
0.18,0.99228,3.41,10,0
0.34,0.99706,3.13,10.6,0
0.34,0.99497,3.08,10.6,1
0.34,0.99669,3.13,10.6,0
0.25,0.99828,3.15,9.2,1
0.3,0.99269,3.24,11,1
0.24,0.99196,3.25,11.2,1
0.38,0.99662,3.32,9.6,0
0.14,0.99475,3.21,9.4,0
0.42,0.99544,3.2,9.5,1
0.47,0.99944,3.09,9.3,0
0.14,0.99475,3.21,9.4,0
0.42,0.99544,3.2,9.5,1
0.52,0.9966,3.07,9.4,0
0.42,0.99066,3.13,11.2,1
0.44,0.9907,3.14,11.2,1
0.42,0.99066,3.13,11.2,1
0.64,0.998,3,8.8,0
0.44,0.9907,3.14,11.2,1
0.42,0.99066,3.13,11.2,1
0.65,0.99307,3.2,9.4,0
0.26,0.99106,3.06,11.1,1
0.22,0.99696,3.08,9.6,0
0.26,0.99106,3.06,11.1,1
0.65,0.99307,3.2,9.4,0
0.16,0.99167,2.95,10.6,1
0.16,0.99902,3.13,8.9,0
0.24,0.98992,3.15,12.3,1
0.28,0.99182,3.34,11.4,0
0.36,0.99556,3.16,9.6,1
0.24,0.99582,3.33,10.3,1
0.28,0.99182,3.34,11.4,0
0.32,0.98972,3.23,12.1,1
0.28,0.99352,3.46,9.9,0
0.36,0.9946,3.15,9.7,0
0.24,0.99273,3.18,10.5,0
0.42,0.99628,3.04,8.9,1
0.4,0.99582,3.18,9.4,0
0.36,0.99553,3.18,9.6,0
0.27,0.98914,3.4,12.6,1
0.56,0.99354,3.1,9.2,1
0.26,0.99976,3.2,10.4,0
0.3,0.99808,3,9,1
0.3,0.99808,3,9,1
0.3,0.99808,3,9,1
0.3,0.99808,3,9,1
0.3,0.99808,3,9,1
0.3,0.99808,3,9,1
0.25,0.9919,3.22,9.2,1
0.3,0.99808,3,9,1
0.1,0.99499,3.2,9.7,0
0.28,0.99655,3.34,10.1,1
0.3,0.99615,3.46,11,1
0.29,0.99296,3.2,10.8,0
0.29,0.99482,3.22,10.8,0
0.13,0.99079,3.48,13.5,1
0.34,0.99366,3.24,10.6,0
0.31,0.99434,3.23,9.8,0
0.34,0.98958,3.18,11.7,1
0.31,0.99434,3.23,9.8,0
0.27,0.99938,3.34,9,1
0.42,0.99059,3.18,11.3,1
0.32,0.99835,3.31,9.4,0
0.34,0.98958,3.18,11.7,1
0.29,0.99159,3.31,11.3,1
0.29,0.99159,3.31,11.3,1
0.3,0.98931,3.2,12,1
0.36,0.9938,3.48,10.6,1
0.33,0.99558,3.13,10.8,1
0.32,0.99563,3.12,10.8,1
0.3,0.98931,3.2,12,1
0.46,0.99691,3.18,9.4,0
0.39,0.9959,3.19,9.4,0
0.29,0.99159,3.31,11.3,1
0.52,0.99628,3.07,9.4,0
0.37,0.99076,3.39,12,0
0.41,0.99678,3.28,10.3,1
0.41,0.99678,3.28,10.3,1
0.41,0.99678,3.28,10.3,1
0.21,0.99089,3.22,11.3,1
0.35,0.99537,3.1,9.4,1
0.28,1.0002,3.14,8.7,0
0.52,0.99628,3.07,9.4,0
0.21,0.99089,3.22,11.3,1
0.41,0.99678,3.28,10.3,1
0.37,0.99076,3.39,12,0
0.21,0.99332,3.34,8,0
0.26,0.99316,3.44,10.4,1
0.23,0.99272,3.37,10.7,1
0.24,0.99636,3.47,10.2,1
0,0.99202,3.56,10.9,0
0.26,0.99148,3.3,10.5,1
0.28,0.99064,3.26,11.7,1
0.2,0.99884,3.13,8.6,0
0.27,0.99773,3.2,9,0
0.73,1.00013,2.96,8.7,0
0.26,0.98974,3.1,12.8,1
0.27,0.99773,3.2,9,0
0.73,1.00013,2.96,8.7,0
0.38,0.99112,3.28,11.8,1
0.37,0.99136,3.05,11.6,1
0.37,0.99132,3.14,11.8,1
0.35,0.99642,3.24,10.6,0
0.4,0.99488,3.17,9.7,0
0.22,0.99527,3.22,10.3,0
0.24,0.99578,3.15,10.2,1
0.3,0.99352,3.33,10.1,1
0.36,0.99199,3.7,10.9,1
0.28,0.99198,3.24,9.3,0
0.29,0.99756,3.33,10.2,1
0.24,0.99578,3.15,10.2,1
0.39,0.99561,3.11,9.5,0
0.26,0.99347,3.18,9.3,0
0.31,0.98936,3.06,12.9,1
0.27,0.99786,3.14,8.7,0
0.22,0.99705,3.4,9.4,0
0.23,0.9942,3.23,10.1,0
0.24,0.9948,3.19,10,0
0.42,0.99116,3.27,11.1,1
0.44,0.99688,3.26,10.3,1
0.34,0.98974,3.24,12.2,1
0.34,0.99542,3.11,9.3,1
0.26,0.99154,3.19,11.3,1
0.33,0.99118,3.04,10.8,1
0.25,0.99044,2.98,11.2,1
0.34,0.9914,3.32,12.5,1
0.41,0.9979,3.39,9.3,0
0.31,0.98892,3.4,12.9,1
0.25,0.99114,3.2,11.2,1
0.21,0.99188,3,12.6,1
0.4,0.99583,3.2,9.3,0
0.31,0.98892,3.4,12.9,1
0.3,0.98892,3.41,12.9,1
0.3,0.99704,3.2,9.5,1
0.31,0.9911,3.19,11.9,1
0.25,0.99334,2.93,10.3,1
0.24,0.99334,2.92,10.3,1
0.33,0.99094,3.06,11.2,1
0.31,0.99014,3.18,12,1
0.17,0.99304,3.13,9.6,0
0.28,0.99652,3.2,9.2,1
0.29,0.98944,3.03,12.9,1
0.27,0.99772,2.99,9.3,1
0.25,0.99367,3.1,12.1,1
0.17,0.99304,3.13,9.6,0
0.29,0.99183,3.37,11.2,1
0.36,0.99126,3.11,11.2,1
0.29,0.98944,3.03,12.9,1
0.38,0.99577,3.21,9.2,0
0.27,0.99772,2.99,9.3,1
0.28,0.99652,3.2,9.2,1
0.25,0.99428,3.18,9.3,1
0.27,0.99388,3.2,10.7,1
0.32,0.99208,3.05,9.8,1
0.25,0.99256,3.3,10.3,1
0.27,0.99388,3.2,10.7,1
0.28,0.9925,3.28,11.3,1
0.5,0.99904,3.02,8.8,1
0.37,0.99216,3.18,10.8,0
0.32,0.99208,3.05,9.8,1
0.25,0.99428,3.18,9.3,1
0.31,0.99165,3.26,11.5,1
0.36,0.99924,3.26,8.8,0
0.36,0.99924,3.26,8.8,0
0.36,0.99924,3.26,8.8,0
0.38,0.9956,3.19,9.4,1
0.39,0.99562,3.19,9.4,1
0.39,0.9972,3.16,9.6,1
0.36,0.99924,3.26,8.8,0
0.42,0.9958,3.22,9.3,1
0.34,0.99976,3.22,8.9,0
0.34,0.99976,3.22,8.9,0
0.22,0.99296,3.74,10,0
0.44,0.9957,3.24,9.1,0
0.42,0.9958,3.22,9.3,1
0.37,0.99579,3.2,9.4,1
0.28,0.99541,3.14,10.1,1
0.34,0.99976,3.22,8.9,0
0.29,0.99518,3.2,10.8,1
0.29,0.99168,3.24,10,1
0.31,0.99276,3.03,10.9,1
0.3,0.99085,3.15,12,1
0.64,0.99873,2.99,9.3,0
0.27,0.99172,3.22,12.3,1
0.25,0.99312,3.45,10.4,1
0.31,0.99276,3.03,10.9,1
0.32,0.9972,3.22,10.5,0
0.31,0.99278,3.41,9.8,1
0.31,0.99092,3.06,10.5,1
0.28,0.9962,3.16,9.9,1
0.31,0.99053,3.27,11.4,1
0.22,0.99858,3.18,9.2,0
0.36,0.9984,3.09,9.7,0
0.34,0.99335,3.09,10,0
0.31,0.99053,3.27,11.4,1
0.28,0.9949,3.13,10.3,1
0.28,0.9962,3.16,9.9,1
0.31,0.99092,3.06,10.5,1
0.28,0.99532,3.16,9.8,1
0.42,0.99727,3.19,9.3,0
0.28,0.99026,3.08,12.4,1
0.19,0.99668,3.16,9.3,1
0.42,0.99727,3.19,9.3,0
0.28,0.9952,3.26,9.5,1
0.33,0.99144,3.08,10.5,1
0.33,0.99144,3.08,10.5,1
0.22,0.99015,3.26,12.8,1
0.3,0.9914,2.99,10.8,1
0.33,0.99693,3.1,10,1
0.34,0.99035,3.38,11.8,1
0.33,0.99693,3.1,10,1
0.34,0.99035,3.38,11.8,1
0.36,0.99006,3.19,12,1
0.3,0.99126,3.18,12.6,1
0.27,0.98994,3.37,11.9,1
0.28,0.98985,3.13,10.6,0
0.18,0.9971,3.42,9.2,0
0.34,0.99882,3.17,10,1
0.26,0.99477,3.36,9.2,0
0.26,0.99478,3.36,9.3,1
0.35,0.99576,3.24,10.2,1
0.36,0.99578,3.25,10.2,1
0.15,0.99354,3.14,8.7,0
0.35,0.99244,3.24,10.7,0
0.34,0.99084,3.18,12.1,1
0.3,0.99612,3.12,9.5,1
0.29,0.99356,3.18,11.2,1
0.37,0.98952,2.93,12,1
0.3,0.99612,3.12,9.5,1
0.34,0.99084,3.18,12.1,1
0.35,0.99244,3.24,10.7,0
0.44,0.99955,3.26,8.8,1
0.24,0.99374,3.8,10.8,1
0.32,0.9892,3.31,13.1,1
0.32,0.99144,3.08,12.5,1
0.32,0.99352,3.09,11.7,1
0.32,0.99352,3.09,11.7,1
0.32,0.9935,3.09,11.6,1
0.36,0.99237,3.29,11.3,1
0.32,0.99144,3.08,12.5,1
0.37,0.99022,3.11,11.4,0
0.34,0.99032,3.4,12.2,0
0.6,1.03898,3.39,11.7,1
0.31,0.99587,3.31,10.4,1
0.31,0.99587,3.31,10.4,1
0.31,0.99587,3.31,10.4,1
0.25,0.99976,3.17,9.1,0
0.36,0.99354,3.05,12.2,1
0.25,0.99976,3.17,9.1,0
0.42,0.99552,3.12,9.4,0
0.43,0.99552,3.11,9.4,0
0.31,0.99587,3.31,10.4,1
0.51,0.99604,3.22,9.2,0
0.44,0.99584,3.2,9.4,0
0.3,0.98894,3.22,13.5,1
0.53,0.9963,3.07,9.4,0
0.32,0.993,3.13,10.9,1
0.3,0.98894,3.22,13.5,1
0.53,0.9963,3.07,9.4,0
0.32,0.99068,3.19,11.4,1
0.37,0.98964,3.19,12.4,1
0.51,0.99604,3.22,9.2,0
0.44,0.99584,3.2,9.4,0
0.31,0.9923,3.3,10.5,1
0.32,0.99437,3.26,11.5,1
0.32,0.993,3.13,10.9,1
0.26,0.99238,3.34,10.8,1
0.71,0.99801,3.03,8.9,0
0.72,0.99802,3.03,8.9,0
0.48,0.99566,3.2,9.4,1
0.31,0.99067,3.44,12.2,1
0.31,0.99066,2.99,12.1,1
0.32,0.9929,3.17,10.9,0
0.34,0.9934,3.34,10.1,1
0.31,0.99067,3.44,12.2,1
0.39,0.98912,3.31,13,1
0.24,0.99066,3.23,11,0
0.41,0.99228,3.19,10.8,0
0.39,0.98912,3.31,13,1
0.47,0.9958,2.91,9.3,0
0.34,0.99052,3.44,11.4,1
0.82,0.99312,2.99,9.2,0
0.46,0.9968,3.5,9.9,0
0.24,0.99502,3.22,10.5,0
0.34,0.99084,3.06,12.4,1
0.4,0.99573,3.18,9.5,1
0.22,0.99256,3.16,10.5,1
0.45,0.9959,3.23,9.1,1
0.31,0.99084,3.38,11.5,1
0.31,0.99084,3.38,11.5,1
0.32,0.99644,3.17,11.2,0
0.34,0.99526,3.22,10.8,0
0.43,0.9954,3.12,9.4,0
0.3,0.99095,3.17,11,1
0.28,0.99188,3.21,11.3,1
0.27,0.9909,3.28,11.2,1
0.22,0.99256,3.16,10.5,1
0.45,0.9959,3.23,9.1,1
0.3,0.99581,3.21,10.4,1
0.29,0.99132,3.1,11.2,1
0.29,0.98936,3.14,11.1,1
0.33,0.99136,3.18,11.2,1
0.38,0.99142,3.29,10.5,1
0.4,0.99232,3.2,10,1
0.38,0.99232,3.2,10,1
0.31,0.993,3.1,10.9,0
0.29,0.99311,3.15,10.9,1
0.29,0.99132,3.1,11.2,1
0.34,0.98993,3.5,11.7,0
0.07,0.99208,3.16,10,0
0.37,0.99776,3.02,9.5,0
0.29,0.99839,3.03,9,0
0.34,0.99574,3.04,10,0
0.39,0.99093,3.08,11.9,0
0.39,0.99156,3.57,10.6,1
0.28,0.99278,3.15,11,1
0.26,0.9924,3.25,11.2,1
0.58,0.98984,3.51,12,1
0.31,0.99035,3.24,12.6,1
0.26,0.9924,3.25,11.2,1
0.36,0.99165,3.24,10.5,1
0.33,0.9923,3.11,10.2,1
0.28,0.99278,3.15,11,1
0.32,0.99008,3.57,12.2,1
0.32,0.98964,3.18,12.3,1
0.39,0.99156,3.57,10.6,1
0.46,0.9909,3.36,10.4,1
0.58,0.98984,3.51,12,1
0.32,0.9889,3.15,12.7,1
0.23,0.99178,3.05,10.6,0
0.29,0.99076,3.14,12.3,1
0.32,0.9889,3.15,12.7,1
0.38,0.99046,3.09,11.4,1
0.36,0.98999,3.65,12,1
0.32,0.98946,3.23,12.4,1
0.36,0.98976,3.24,12.1,1
0.38,0.99046,3.09,11.4,1
0.31,0.99672,3.21,10.7,0
0.55,0.99482,2.97,9.3,0
0.33,0.98945,3.37,12.7,1
0.3,0.98883,3.18,11.7,1
0.35,0.99362,2.93,10.7,0
0.28,0.99075,2.99,11.8,1
0.3,0.99436,3.2,9.9,0
0.33,0.98988,3.23,13.4,1
0.32,0.99158,3.12,12.8,1
0.3,0.99265,3.15,12.8,1
0.31,0.99195,3.13,10.5,0
0.28,0.99168,3.31,11.5,0
0.34,0.9918,3.04,10.5,0
0.36,0.99313,2.95,13,1
0.29,0.9895,3.19,12.4,1
0.3,0.9932,3.16,10.2,1
0.46,0.99848,3.23,9,0
0.34,0.9909,3.33,12,1
0.36,0.99014,3.15,11.7,1
0.26,0.9952,3.58,10,0
0.39,0.99652,3.37,10.3,0
0.46,0.99848,3.23,9,0
0.28,0.99104,2.99,11.1,0
0.26,0.99772,3.31,9,0
0.37,0.9922,3.4,10.5,1
0.32,0.99076,3.27,11.9,1
0.14,0.99622,3.27,9.4,0
0.25,0.9902,3.31,11.4,1
0.32,0.99114,3.31,10.8,1
0.26,0.9938,3.1,9.8,0
0.46,0.99594,3.2,9.3,0
0.25,0.9902,3.31,11.4,1
0.31,0.99035,3.24,11.3,1
0.3,0.99032,3.23,11.3,1
0.2,0.99558,3.22,9.5,0
0.14,0.99622,3.27,9.4,0
0.32,0.99076,3.27,11.9,1
0.3,0.99413,3.03,9.3,0
0.38,0.99043,3.03,11.4,1
0.38,0.99043,3.03,11.4,1
0.26,0.98982,3.22,12.7,1
0.4,0.98934,3.2,13.5,1
0.28,0.9902,3.06,11.2,1
0.32,0.99449,3.19,10.7,0
0.4,0.99629,3.01,10.8,0
0.31,0.9948,3.46,10.5,1
0.47,0.98984,3.13,13,1
0.31,0.99326,3.08,10.8,1
0.29,0.99834,3.05,9.1,1
0.3,0.99555,3.1,10.1,0
0.33,0.98975,3.3,11.9,1
0.31,0.99216,2.98,12,1
0.31,0.99216,2.98,12,1
0.29,0.99834,3.05,9.1,1
0.4,0.9901,3.22,11.6,1
0.33,0.98975,3.3,11.9,1
0.32,0.99573,3.14,10.2,1
0.31,0.99326,3.08,10.8,1
0.29,0.99215,3.3,9.8,0
0.28,0.98993,2.95,11.4,0
0.27,0.99218,3.3,9.8,0
0.3,0.99555,3.1,10.1,0
0.29,0.99564,3.19,9.8,1
0.29,0.99564,3.19,9.8,1
0.34,0.99397,3.21,10.7,1
0.3,0.99576,3.11,10.6,0
0.46,0.99601,3.17,9.3,0
0.29,0.99564,3.19,9.8,1
0.34,0.99397,3.21,10.7,1
0.31,0.98713,3.33,14,1
0.28,0.99308,3.36,11,1
0.28,0.99308,3.36,11,1
0.48,0.99582,3.21,9.4,1
0.52,0.99494,3.1,9,1
0.25,0.9929,3.08,9,0
0.22,0.99471,3.37,10,0
0.25,0.9929,3.08,9,0
0.25,0.9929,3.08,9,0
0.3,0.99037,3.29,12.4,1
0.24,0.99304,3.14,11.3,0
0.38,0.99026,2.8,12,1
0.3,0.98986,3.01,11.7,1
0.22,0.99471,3.37,10,0
0.26,0.98951,2.84,13.2,1
0.34,0.99634,3.07,11,1
0.41,0.99368,3.22,11,1
0.38,0.99792,3.02,9.2,0
0.29,0.99026,3.08,13,1
0.24,0.99362,3.77,10.6,0
0.26,0.98919,3.55,13,1
0.3,0.99835,3.04,9,1
0.3,0.99835,3.04,9,1
0.31,0.99038,2.93,11.5,0
0.3,0.99104,3.11,11,1
0.31,0.99038,2.93,11.5,0
0.24,0.99286,3.11,9.9,0
0.22,0.99296,3.12,10.4,1
0.3,0.99835,3.04,9,1
0.4,0.9954,3.06,9.9,1
0.33,0.9914,3.07,11,1
0.39,0.99286,3.18,12.1,1
0.2,0.99604,2.96,9.7,1
0.2,0.99604,2.96,9.7,1
0.26,0.99119,2.99,12.2,1
0.42,0.99007,3.15,12.4,1
0.28,0.99507,3.03,10.5,1
0.31,0.99596,3.28,10.4,1
0.32,0.99011,3.15,12,1
0.3,0.99184,3.07,12.7,1
0.28,0.99469,3.11,10.9,1
0.28,0.99469,3.11,10.9,1
0.28,0.99406,3.11,10.9,1
0.31,0.99305,3.15,11.4,1
0.32,0.99096,3.22,11,1
0.32,0.98956,3.45,12.6,1
0.28,0.9921,3.29,11.6,1
0.27,0.99496,3.11,10.5,1
0.28,0.99406,3.11,10.9,1
0.28,0.99406,3.11,10.9,1
0.34,0.9888,3.03,12.5,1
0.36,0.98942,3.11,12.1,1
0.33,0.99082,3.02,11.3,1
0.3,0.98802,3.07,13.3,1
0.28,0.99406,3.11,10.9,1
0.28,0.99469,3.11,10.9,1
0.27,0.99496,3.11,10.5,1
0.28,0.9921,3.29,11.6,1
0.31,0.99305,3.15,11.4,1
0.36,0.99074,3.16,11,1
0.36,0.98968,3.08,12.1,1
0.32,0.99096,3.22,11,1
0.32,0.98956,3.45,12.6,1
0.33,0.9887,3.36,13,1
0.5,0.99941,2.94,8.8,1
